Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
profiling (information science),OpenAIRE,profiling (computer programming),OpenAlex,0.9618267221066176,52,77,40,0.449438202247191
electroactive polymers,OpenAIRE,dielectric elastomers,OpenAlex,0.66344380930959,14,16,7,0.3043478260869565
color histogram,OpenAIRE,color image,OpenAlex,0.8664491084969722,120,203,87,0.3686440677966102
color filter array,OpenAIRE,color gel,OpenAlex,0.6798440429773366,25,22,14,0.4242424242424242
pruning (decision trees),OpenAIRE,pruning,OpenAlex,0.3671661020304635,95,173,76,0.3958333333333333
antecedent (grammar),OpenAIRE,antecedent (behavioral psychology),OpenAlex,0.94825352411281,42,96,34,0.3269230769230769
forest inventory,OpenAIRE,forest management,OpenAlex,0.8610546869343665,20,36,13,0.3023255813953488
pointer (computer programming),OpenAIRE,pointer (user interface),OpenAlex,0.945332491981332,23,47,18,0.3461538461538461
rod opsins,OpenAIRE,opsin,OpenAlex,0.1338285540486071,7,8,4,0.3636363636363636
color perception,OpenAIRE,color vision,OpenAlex,0.906673393897582,328,178,119,0.3074935400516795
fractal dimension,OpenAIRE,fractal analysis,OpenAlex,0.8307394036039513,64,52,32,0.3809523809523809
quadrature (mathematics),OpenAIRE,quadrature (astronomy),OpenAlex,0.9923734864452732,20,25,12,0.3636363636363636
second-generation wavelet transform,OpenAIRE,stationary wavelet transform,OpenAlex,0.7903160692958325,134,99,77,0.4935897435897436
lifting scheme,OpenAIRE,stationary wavelet transform,OpenAlex,0.5972074650979385,86,99,46,0.3309352517985611
masking (art),OpenAIRE,masking (illustration),OpenAlex,0.9224357624706616,74,153,60,0.3592814371257485
tomography optical coherence,OpenAIRE,optical coherence tomography,OpenAlex,0.923802115962466,42,88,37,0.3978494623655914
protein sorting signals,OpenAIRE,signal peptide,OpenAlex,0.9067775153391432,23,18,13,0.4642857142857143
binocular rivalry,OpenAIRE,rivalry,OpenAlex,0.5966433841356271,27,28,16,0.4102564102564102
gait analysis,OpenAIRE,gait,OpenAlex,0.7582519156417379,92,255,85,0.3244274809160305
gait (human),OpenAIRE,gait,OpenAlex,0.2013295812526035,165,255,138,0.4893617021276595
akaike information criterion,OpenAIRE,bayesian information criterion,OpenAlex,0.9578823012874194,78,77,39,0.3362068965517241
plan (drawing),OpenAIRE,plan (archaeology),OpenAlex,0.9759782605951384,111,201,84,0.3684210526315789
synchronization,OpenAIRE,synchronization (alternating current),OpenAlex,0.4986033503853743,294,532,235,0.3976311336717428
grapheme-color synesthesia,OpenAIRE,synesthesia,OpenAlex,0.5427872506445571,8,6,5,0.5555555555555556
pulsar timing array,OpenAIRE,pulsar,OpenAlex,0.754198993531042,8,12,7,0.5384615384615384
millisecond pulsar,OpenAIRE,pulsar,OpenAlex,0.8237489648744852,6,12,6,0.5
tensor,OpenAIRE,tensor (intrinsic definition),OpenAlex,0.4031784016985697,77,158,59,0.3352272727272727
dimensional regularization,OpenAIRE,renormalization,OpenAlex,0.7767390070080075,22,45,17,0.34
pluralism (political theory),OpenAIRE,pluralism (philosophy),OpenAlex,0.9557550335507712,22,23,11,0.3235294117647059
supergravity,OpenAIRE,supersymmetry,OpenAlex,0.5723746716956819,14,38,13,0.3333333333333333
multiplicative noise,OpenAIRE,analog signal,OpenAlex,0.6510906929380692,51,80,33,0.336734693877551
displacement (vector),OpenAIRE,displacement (psychology),OpenAlex,0.9738659004926304,148,250,115,0.4063604240282685
carbon nanotube,OpenAIRE,nanotube,OpenAlex,0.8468767362508581,38,12,12,0.3157894736842105
agnosia,OpenAIRE,visual agnosia,OpenAlex,0.75342299350581,30,15,12,0.3636363636363636
continuous spatial automaton,OpenAIRE,stochastic cellular automaton,OpenAlex,0.8936278794151293,11,13,6,0.3333333333333333
stochastic cellular automaton,OpenAIRE,continuous spatial automaton,OpenAlex,0.8936278794151293,17,8,6,0.3157894736842105
entanglement witness,OpenAIRE,multipartite entanglement,OpenAlex,0.820187220715749,6,12,6,0.5
entanglement witness,OpenAIRE,squashed entanglement,OpenAlex,0.6916402675598415,6,13,6,0.4615384615384615
multipartite entanglement,OpenAIRE,squashed entanglement,OpenAlex,0.7822551425562724,8,13,7,0.5
network virtualization,OpenAIRE,virtualization,OpenAlex,0.9138987890869898,12,31,10,0.303030303030303
orchestration (computing),OpenAIRE,orchestration,OpenAlex,0.5044871112439132,12,14,7,0.3684210526315789
permutation,OpenAIRE,permutation (music),OpenAlex,0.5064855814693645,73,106,47,0.3560606060606061
proton exchange membrane fuel cell,OpenAIRE,fuel cells,OpenAlex,0.8738622278559396,19,30,14,0.4
premotor cortex,OpenAIRE,dorsum,OpenAlex,0.487975905030183,78,156,59,0.3371428571428571
photoacoustic effect,OpenAIRE,photoacoustic spectroscopy,OpenAlex,0.7353066404240812,9,10,5,0.3571428571428571
speckle noise,OpenAIRE,speckle pattern,OpenAlex,0.6926561131754704,71,158,59,0.3470588235294117
odometry,OpenAIRE,visual odometry,OpenAlex,0.8224113395822453,36,35,18,0.3396226415094339
mass spectrometry imaging,OpenAIRE,maldi imaging,OpenAlex,0.8218289856680051,17,16,9,0.375
spectrometry mass matrix-assisted laser desorption-ionization,OpenAIRE,matrix-assisted laser desorption ionization,OpenAlex,0.8089076464435939,18,16,8,0.3076923076923077
export performance,OpenAIRE,export marketing,OpenAlex,0.8715939669201338,10,6,4,0.3333333333333333
suggested upper merged ontology,OpenAIRE,upper ontology,OpenAlex,0.8039977461556236,27,40,21,0.4565217391304347
process ontology,OpenAIRE,upper ontology,OpenAlex,0.5827998177638488,44,40,27,0.4736842105263157
transient (oscillation),OpenAIRE,transient (computer programming),OpenAlex,0.9594680675941336,144,296,118,0.3664596273291925
science education philosophy of education,OpenAIRE,science education,OpenAlex,0.8152330415987755,202,164,86,0.3071428571428571
liver cirrhosis,OpenAIRE,cirrhosis,OpenAlex,0.9073469603918396,7,9,4,0.3333333333333333
sample entropy,OpenAIRE,approximate entropy,OpenAlex,0.7873743350046212,45,47,25,0.373134328358209
international joint venture,OpenAIRE,joint venture,OpenAlex,0.9291435897288656,8,17,7,0.3888888888888889
autism,OpenAIRE,autism spectrum disorder,OpenAlex,0.8154622153877654,181,93,79,0.4051282051282051
gamma diversity,OpenAIRE,alpha diversity,OpenAlex,0.9999999684344556,10,11,8,0.6153846153846154
alpha diversity,OpenAIRE,species diversity,OpenAlex,0.7143671056808153,11,18,8,0.3809523809523809
gamma diversity,OpenAIRE,species diversity,OpenAlex,0.7143671056808153,10,18,7,0.3333333333333333
redistribution (cultural anthropology),OpenAIRE,redistribution (election),OpenAlex,0.9386857939067668,9,18,7,0.35
deposition (phase transition),OpenAIRE,deposition (geology),OpenAlex,0.939401029666111,12,26,10,0.3571428571428571
critical literacy,OpenAIRE,information literacy,OpenAlex,0.8227241078231268,16,26,12,0.4
supplier relationship management,OpenAIRE,supplier evaluation,OpenAlex,0.8907599017906175,79,72,37,0.3245614035087719
rational choice theory,OpenAIRE,rational choice theory (criminology),OpenAlex,0.5193454558380204,12,14,8,0.4444444444444444
house of quality,OpenAIRE,quality function deployment,OpenAlex,0.6214876240926251,11,30,11,0.3666666666666666
customer intelligence,OpenAIRE,customer retention,OpenAlex,0.8738427332507588,30,55,20,0.3076923076923077
customer advocacy,OpenAIRE,customer retention,OpenAlex,0.837189118812819,44,55,25,0.3378378378378378
customer to customer,OpenAIRE,customer retention,OpenAlex,0.7623358565000423,33,55,24,0.375
valence (psychology),OpenAIRE,valence (chemistry),OpenAlex,0.9902961050519402,88,95,61,0.5
iron oxide nanoparticles,OpenAIRE,iron oxide,OpenAlex,0.945821854449469,6,8,4,0.4
depression (differential diagnoses),OpenAIRE,depression (economics),OpenAlex,0.9597439040302944,97,140,79,0.5
investment (macroeconomics),OpenAIRE,investment (military),OpenAlex,0.9747121376444547,143,217,98,0.3740458015267175
admittance,OpenAIRE,admittance parameters,OpenAlex,0.8489759488259038,23,17,11,0.3793103448275862
admittance parameters,OpenAIRE,admittance,OpenAlex,0.8489759488259038,11,30,11,0.3666666666666666
wearable computer,OpenAIRE,wearable technology,OpenAlex,0.8290741289597876,186,122,86,0.3873873873873873
fingerprint,OpenAIRE,fingerprint recognition,OpenAlex,0.7275464217035318,78,73,40,0.3603603603603603
industry,OpenAIRE,industry,OpenAlex,0.7790854477258055,115,60,47,0.3671875
industry,OpenAIRE,industry,OpenAlex,0.9301407085193156,115,60,47,0.3671875
laparoscopic surgery,OpenAIRE,laparoscopy,OpenAlex,0.8299285677062949,26,41,24,0.5581395348837209
blade pitch,OpenAIRE,pitch control,OpenAlex,0.6041207583561182,8,18,7,0.3684210526315789
spambot,OpenAIRE,spamming,OpenAlex,0.3736271185441003,11,21,10,0.4545454545454545
traffic flow,OpenAIRE,traffic flow (computer networking),OpenAlex,0.4781392842641014,115,95,72,0.5217391304347826
intelligibility (communication),OpenAIRE,intelligibility (philosophy),OpenAlex,0.9802201723232884,66,66,45,0.5172413793103449
coherent control,OpenAIRE,quantum control,OpenAlex,0.8788542683679029,8,12,5,0.3333333333333333
thrombophlebitis,OpenAIRE,thrombosis,OpenAlex,0.9999999997080128,6,9,4,0.3636363636363636
constraint satisfaction problem,OpenAIRE,constraint satisfaction,OpenAlex,0.933850295412202,57,110,39,0.3046875
constraint logic programming,OpenAIRE,constraint programming,OpenAlex,0.9334220993206536,29,34,16,0.3404255319148936
reluctance motor,OpenAIRE,switched reluctance motor,OpenAlex,0.9230814557087428,17,43,15,0.3333333333333333
protein subcellular localization prediction,OpenAIRE,subcellular localization,OpenAlex,0.9506830320702564,10,24,8,0.3076923076923077
subcellular localization,OpenAIRE,protein subcellular localization prediction,OpenAlex,0.9506830320702564,12,12,6,0.3333333333333333
saccades,OpenAIRE,saccadic masking,OpenAlex,0.4095157488297828,210,136,89,0.3463035019455253
mendelian randomization analysis,OpenAIRE,mendelian randomization,OpenAlex,0.9331613642226064,12,16,10,0.5555555555555556
mendelian randomization analysis,OpenAIRE,genetic variants,OpenAlex,0.6889327572237602,12,20,10,0.4545454545454545
active packaging,OpenAIRE,food packaging,OpenAlex,0.6009584940877517,8,12,8,0.6666666666666666
credit card fraud,OpenAIRE,credit card,OpenAlex,0.917039574949474,19,34,18,0.5142857142857142
return on marketing investment,OpenAIRE,marketing strategy,OpenAlex,0.6657875368481789,27,24,14,0.3783783783783784
sperm,OpenAIRE,sperm competition,OpenAlex,0.7491853108907258,24,40,19,0.4222222222222222
sperm,OpenAIRE,female sperm storage,OpenAlex,0.7495576011761584,24,14,9,0.3103448275862069
visual cryptography,OpenAIRE,secret sharing,OpenAlex,0.4601117447879302,16,24,16,0.6666666666666666
homomorphic secret sharing,OpenAIRE,secret sharing,OpenAlex,0.8778360631493082,11,24,11,0.4583333333333333
information geometry,OpenAIRE,riemannian geometry,OpenAlex,0.7350246888950395,17,14,8,0.3478260869565217
transactional leadership,OpenAIRE,leadership style,OpenAlex,0.6307266768715613,84,75,39,0.325
shared leadership,OpenAIRE,leadership style,OpenAlex,0.6060907920740737,56,75,42,0.4719101123595505
patent citation,OpenAIRE,patent analysis,OpenAlex,0.8653275775670219,7,14,5,0.3125
speech perception,OpenAIRE,speech perception,OpenAlex,0.3806748767605774,451,217,160,0.3149606299212598
brand management,OpenAIRE,brand equity,OpenAlex,0.8353346737955748,64,56,42,0.5384615384615384
brand awareness,OpenAIRE,brand equity,OpenAlex,0.8309443276204862,49,56,35,0.5
brand equity,OpenAIRE,brand management,OpenAlex,0.8353346737955748,46,80,39,0.4482758620689655
brand awareness,OpenAIRE,brand management,OpenAlex,0.8382212297720069,49,80,37,0.4021739130434782
brand extension,OpenAIRE,brand awareness,OpenAlex,0.8307555689976389,29,50,24,0.4363636363636363
brand management,OpenAIRE,brand awareness,OpenAlex,0.8382212297720069,64,50,32,0.3902439024390244
brand awareness,OpenAIRE,brand extension,OpenAlex,0.8307555689976389,49,28,19,0.3275862068965517
antimicrobial,OpenAIRE,antimicrobial peptides,OpenAlex,0.8468768055557144,22,10,9,0.391304347826087
antimicrobial cationic peptides,OpenAIRE,antimicrobial peptides,OpenAlex,0.9321791555091896,11,10,7,0.5
customer to customer,OpenAIRE,customer advocacy,OpenAlex,0.692430535031996,33,31,18,0.391304347826087
customer retention,OpenAIRE,customer advocacy,OpenAlex,0.837189118812819,55,31,21,0.3230769230769231
salience (language),OpenAIRE,salience (neuroscience),OpenAlex,0.9815800182607036,81,231,74,0.3109243697478991
magnetic particle imaging,OpenAIRE,magnetic nanoparticles,OpenAlex,0.9141709489818396,9,21,9,0.4285714285714285
magnetic resonance force microscopy,OpenAIRE,magnetic resonance microscopy,OpenAlex,0.9272890741562384,9,9,5,0.3846153846153846
lemma (mathematics),OpenAIRE,lemma (botany),OpenAlex,0.9880183548620738,36,56,23,0.3333333333333333
priming (psychology),OpenAIRE,priming (agriculture),OpenAlex,0.9805536485581726,140,151,109,0.5989010989010989
overshoot (signal),OpenAIRE,overshoot (microwave communication),OpenAlex,0.9701738744593258,28,39,22,0.4888888888888889
flooding (computer networking),OpenAIRE,flooding (psychology),OpenAlex,0.9546656212403316,19,36,13,0.3095238095238095
degeneracy (mathematics),OpenAIRE,degeneracy (biology),OpenAlex,0.9887244535178452,9,19,7,0.3333333333333333
diabetes mellitus type,OpenAIRE,type diabetes,OpenAlex,0.880590259935881,31,24,13,0.3095238095238095
port (computer networking),OpenAIRE,port (circuit theory),OpenAlex,0.9504864587021428,22,41,19,0.4318181818181818
schema (psychology),OpenAIRE,schema (genetic algorithms),OpenAlex,0.9630829247378868,122,152,77,0.3908629441624365
ant colony optimization algorithms,OpenAIRE,ant colony,OpenAlex,0.7803985722793209,116,81,52,0.3586206896551724
quantitative structure-activity relationship,OpenAIRE,quantitative structure-activity relationship,OpenAlex,0.8218601578666402,102,97,66,0.4962406015037593
heart rate variability,OpenAIRE,heart rate,OpenAlex,0.9527857088315032,46,105,35,0.3017241379310345
capillary electrophoresis,OpenAIRE,electrophoresis,OpenAlex,0.8676384953504555,29,47,19,0.3333333333333333
gel electrophoresis of proteins,OpenAIRE,polyacrylamide gel electrophoresis,OpenAlex,0.6941954455419801,7,14,6,0.4
gel electrophoresis,OpenAIRE,polyacrylamide gel electrophoresis,OpenAlex,0.9686535775455742,20,14,8,0.3076923076923077
polyacrylamide gel electrophoresis,OpenAIRE,gel electrophoresis,OpenAlex,0.9686535775455742,13,16,7,0.3181818181818182
molecular motor proteins,OpenAIRE,molecular motor,OpenAlex,0.9377834137448948,26,42,16,0.3076923076923077
parity (mathematics),OpenAIRE,parity (physics),OpenAlex,0.9935704951096774,9,16,7,0.3888888888888889
project management triangle,OpenAIRE,project planning,OpenAlex,0.8720213657865346,47,21,16,0.3076923076923077
key distribution in wireless sensor networks,OpenAIRE,wireless sensor network,OpenAlex,0.7515184924879198,108,338,103,0.3002915451895043
ocular dominance,OpenAIRE,ocular dominance column,OpenAlex,0.8975946722343275,23,15,10,0.3571428571428571
functional testing,OpenAIRE,software reliability testing,OpenAlex,0.90238056377874,10,7,4,0.3076923076923077
ventral striatum,OpenAIRE,striatum,OpenAlex,0.8972207305509201,58,120,46,0.3484848484848485
surface plasmon,OpenAIRE,plasmon,OpenAlex,0.8584467856924991,11,30,10,0.3225806451612903
linkage disequilibrium,OpenAIRE,haplotype,OpenAlex,0.4759400303174662,113,122,60,0.3428571428571428
global analytic function,OpenAIRE,analytic function,OpenAlex,0.926117496141434,9,22,8,0.3478260869565217
multivariate adaptive regression splines,OpenAIRE,bayesian multivariate linear regression,OpenAlex,0.916454035083278,29,37,16,0.32
team effectiveness,OpenAIRE,team composition,OpenAlex,0.9208745788336988,51,42,25,0.3676470588235294
team composition,OpenAIRE,team effectiveness,OpenAlex,0.9208745788336988,48,57,32,0.4383561643835616
cartilage articular,OpenAIRE,cartilage,OpenAlex,0.6410199083674557,14,13,10,0.5882352941176471
cartilage articular,OpenAIRE,articular cartilage,OpenAlex,0.843420920959764,14,7,7,0.5
incidence (epidemiology),OpenAIRE,incidence (geometry),OpenAlex,0.9826633254609016,39,59,26,0.3611111111111111
fractional fourier transform,OpenAIRE,discrete fourier transform (general),OpenAlex,0.3777945518157436,57,82,40,0.404040404040404
quality of life,OpenAIRE,quality of life (healthcare),OpenAlex,0.6549751539978961,170,106,64,0.3018867924528302
synchrotron,OpenAIRE,synchrotron radiation,OpenAlex,0.9035616187311756,15,21,9,0.3333333333333333
earnings management,OpenAIRE,earnings response coefficient,OpenAlex,0.8210187369818032,10,6,4,0.3333333333333333
optimal discriminant analysis,OpenAIRE,multiple discriminant analysis,OpenAlex,0.9082327050014268,48,24,18,0.3333333333333333
multiple discriminant analysis,OpenAIRE,optimal discriminant analysis,OpenAlex,0.9082327050014268,40,51,24,0.3582089552238806
parkinson disease,OpenAIRE,parkinson's disease,OpenAlex,0.6830670093899815,66,62,32,0.3333333333333333
stock (geology),OpenAIRE,stock (firearms),OpenAlex,0.965172127347162,147,174,102,0.4657534246575342
post-modern portfolio theory,OpenAIRE,modern portfolio theory,OpenAlex,0.820343523687533,14,25,11,0.3928571428571428
authentication,OpenAIRE,authentication (law),OpenAlex,0.359044782780506,88,128,63,0.4117647058823529
active suspension,OpenAIRE,suspension (topology),OpenAlex,0.2354745172288458,27,54,22,0.3728813559322034
suspension (vehicle),OpenAIRE,suspension (topology),OpenAlex,0.9719379755234374,30,54,27,0.4736842105263157
non-classical logic,OpenAIRE,logical framework,OpenAlex,0.6065627120095727,9,12,5,0.3125
ball (bearing),OpenAIRE,ball (mathematics),OpenAlex,0.9704873096226068,32,50,19,0.3015873015873015
incipient speciation,OpenAIRE,ecological speciation,OpenAlex,0.8273696632851428,44,79,38,0.4470588235294118
ecological speciation,OpenAIRE,reproductive isolation,OpenAlex,0.8569148591487755,70,85,39,0.3362068965517241
heteropatric speciation,OpenAIRE,incipient speciation,OpenAlex,0.8844208235585813,18,46,16,0.3333333333333333
ecological speciation,OpenAIRE,incipient speciation,OpenAlex,0.8273696632851428,70,46,35,0.4320987654320987
heteropatric speciation,OpenAIRE,allopatric speciation,OpenAlex,0.8894126925848387,18,29,11,0.3055555555555556
atlas (topology),OpenAIRE,atlas (anatomy),OpenAlex,0.9867830062939742,38,62,27,0.3698630136986301
dissociation (neuropsychology),OpenAIRE,dissociation (chemistry),OpenAlex,0.9903868638146904,60,77,42,0.4421052631578947
longitude,OpenAIRE,latitude,OpenAlex,0.9999999587947076,15,32,12,0.3428571428571428
diesel engine,OpenAIRE,turbocharger,OpenAlex,0.7688002329250713,10,7,6,0.5454545454545454
echo (computing),OpenAIRE,echo (communications protocol),OpenAlex,0.9735025993005696,26,43,16,0.3018867924528302
magnesium alloy,OpenAIRE,magnesium,OpenAlex,0.8251468038819362,15,20,10,0.4
equal channel angular extrusion,OpenAIRE,extrusion,OpenAlex,0.8074530743436553,8,21,8,0.3809523809523809
asynchronous system,OpenAIRE,synchronous circuit,OpenAlex,0.7230488895083182,6,6,3,0.3333333333333333
g-network,OpenAIRE,layered queueing network,OpenAlex,0.437402186322026,7,13,6,0.4285714285714285
groundwater,OpenAIRE,aquifer,OpenAlex,0.6725311552163281,22,16,9,0.3103448275862069
risk management plan,OpenAIRE,project risk management,OpenAlex,0.933815593213749,14,18,9,0.391304347826087
risk management plan,OpenAIRE,it risk management,OpenAlex,0.8106053323254262,14,16,9,0.4285714285714285
coronavirus disease (covid-),OpenAIRE,severe acute respiratory syndrome coronavirus (sars-cov-),OpenAlex,0.8736265245240225,145,84,70,0.440251572327044
coronavirus disease (covid-),OpenAIRE,- coronavirus outbreak,OpenAlex,0.2838255854057167,145,67,56,0.358974358974359
method of moments (statistics),OpenAIRE,method of moments (probability theory),OpenAlex,0.9743018197812467,14,16,8,0.3636363636363636
conjunction (grammar),OpenAIRE,conjunction (astronomy),OpenAlex,0.9824958700832074,67,67,33,0.3267326732673267
parametrization,OpenAIRE,parametrization (atmospheric modeling),OpenAlex,0.468672756427207,42,48,23,0.3432835820895522
colorectal neoplasms,OpenAIRE,colorectal cancer,OpenAlex,0.8714517532975928,25,37,15,0.3191489361702128
stroke,OpenAIRE,stroke (engine),OpenAlex,0.220045895512339,95,66,51,0.4636363636363636
spectral acceleration,OpenAIRE,peak ground acceleration,OpenAlex,0.7447432851376029,9,8,5,0.4166666666666667
residual feed intake,OpenAIRE,feed conversion ratio,OpenAlex,0.8241481598425798,8,10,8,0.8
modal testing,OpenAIRE,operational modal analysis,OpenAlex,0.8264206136418943,8,12,5,0.3333333333333333
volition (psychology),OpenAIRE,volition (linguistics),OpenAlex,0.9896219101302236,10,11,5,0.3125
high dynamic range,OpenAIRE,dynamic range,OpenAlex,0.8619141575760164,43,79,35,0.4022988505747126
lean software development,OpenAIRE,lean project management,OpenAlex,0.8941398696831633,13,17,9,0.4285714285714285
coronary angiography,OpenAIRE,artery,OpenAlex,0.5909158639658935,36,26,15,0.3191489361702128
coronary arteries,OpenAIRE,artery,OpenAlex,0.9333847707619892,20,26,13,0.3939393939393939
restricted boltzmann machine,OpenAIRE,boltzmann machine,OpenAlex,0.808994342569648,47,71,35,0.4216867469879518
supersonic speed,OpenAIRE,jet noise,OpenAlex,0.4423873539461115,18,28,11,0.3142857142857143
speckle pattern,OpenAIRE,speckle noise,OpenAlex,0.6926561131754704,140,75,51,0.3109756097560975
desorption electrospray ionization,OpenAIRE,chemical ionization,OpenAlex,0.8940319607863126,6,7,5,0.625
histocompatibility antigens class i,OpenAIRE,mhc class i,OpenAlex,0.8964786550650196,25,26,16,0.4571428571428571
consistency model,OpenAIRE,weak consistency,OpenAlex,0.567542663125463,20,14,8,0.3076923076923077
micrometre,OpenAIRE,micrometer,OpenAlex,0.5199795368436569,7,14,6,0.4
discrete sine transform,OpenAIRE,discrete hartley transform,OpenAlex,0.8511645265348071,27,23,16,0.4705882352941176
discrete-time fourier transform,OpenAIRE,non-uniform discrete fourier transform,OpenAlex,0.83740761642389,40,31,20,0.392156862745098
short-time fourier transform,OpenAIRE,non-uniform discrete fourier transform,OpenAlex,0.7776813048884311,51,31,19,0.3015873015873015
fractional fourier transform,OpenAIRE,non-uniform discrete fourier transform,OpenAlex,0.6989453852315842,57,31,26,0.4193548387096774
non-uniform discrete fourier transform,OpenAIRE,discrete-time fourier transform,OpenAlex,0.83740761642389,32,37,22,0.4680851063829787
fractional fourier transform,OpenAIRE,discrete-time fourier transform,OpenAlex,0.7532090416254642,57,37,30,0.46875
docking (molecular),OpenAIRE,protein-ligand docking,OpenAlex,0.5569026665113364,67,22,21,0.3088235294117647
shared leadership,OpenAIRE,leadership studies,OpenAlex,0.6694385860855384,56,49,30,0.4
common knowledge,OpenAIRE,common knowledge (logic),OpenAlex,0.3881440483583932,28,16,13,0.4193548387096774
common knowledge,OpenAIRE,epistemic modal logic,OpenAlex,0.5888955404107638,28,34,16,0.3478260869565217
cognitive apprenticeship,OpenAIRE,apprenticeship,OpenAlex,0.6602590917019406,10,23,8,0.32
fundus (eye),OpenAIRE,fundus (uterus),OpenAlex,0.9273362270304868,79,91,67,0.6504854368932039
optic disk,OpenAIRE,optic disc,OpenAlex,0.8562485746663654,37,35,21,0.4117647058823529
hospitality industry,OpenAIRE,hospitality,OpenAlex,0.8431778956466416,41,39,19,0.3114754098360656
monocular deprivation,OpenAIRE,sensory deprivation,OpenAlex,0.8447238453169116,9,9,5,0.3846153846153846
petri net,OpenAIRE,stochastic petri net,OpenAlex,0.9351786433206372,74,29,25,0.3205128205128205
defeasible estate,OpenAIRE,defeasible reasoning,OpenAlex,0.6086640019361118,16,23,12,0.4444444444444444
policy-based routing,OpenAIRE,static routing,OpenAlex,0.6976225922649454,19,34,13,0.325
wireless routing protocol,OpenAIRE,dynamic source routing,OpenAlex,0.8169917679294304,19,15,8,0.3076923076923077
irradiance,OpenAIRE,solar irradiance,OpenAlex,0.7602182991825143,18,27,14,0.4516129032258064
depressive disorder major,OpenAIRE,major depressive disorder,OpenAlex,0.9282197208075056,35,24,16,0.3720930232558139
edge computing,OpenAIRE,edge device,OpenAlex,0.8624632559176089,78,60,35,0.3398058252427184
cleavage (embryo),OpenAIRE,cleavage (geology),OpenAlex,0.9583824819111664,6,15,6,0.4
second-harmonic imaging microscopy,OpenAIRE,second-harmonic generation,OpenAlex,0.8544946369191397,15,15,10,0.5
canonical correspondence analysis,OpenAIRE,canonical analysis,OpenAlex,0.9726750741861896,6,10,5,0.4545454545454545
precoding,OpenAIRE,zero-forcing precoding,OpenAlex,0.6559059843514181,43,18,16,0.3555555555555555
social venture capital,OpenAIRE,venture capital,OpenAlex,0.8658975889719688,18,31,15,0.4411764705882353
seismic interferometry,OpenAIRE,passive seismic,OpenAlex,0.8163663589516096,6,13,5,0.3571428571428571
organizational justice,OpenAIRE,interactional justice,OpenAlex,0.9026455251311916,9,6,4,0.3636363636363636
consistency model,OpenAIRE,data consistency,OpenAlex,0.6746310449515418,20,46,16,0.32
distributed transaction,OpenAIRE,transaction processing,OpenAlex,0.891920314352327,10,24,8,0.3076923076923077
information literacy,OpenAIRE,critical literacy,OpenAlex,0.8227241078231268,29,12,10,0.3225806451612903
dna barcoding taxonomic,OpenAIRE,dna barcoding,OpenAlex,0.8686959262332828,10,12,6,0.375
english compound,OpenAIRE,compound,OpenAlex,0.8198514827738248,8,12,6,0.4285714285714285
right bundle branch block,OpenAIRE,left bundle branch block,OpenAlex,0.8958899997332609,12,9,8,0.6153846153846154
linear temporal logic,OpenAIRE,temporal logic,OpenAlex,0.9475828338765128,32,47,21,0.3620689655172414
computation tree logic,OpenAIRE,linear temporal logic,OpenAlex,0.7705194699990836,15,32,11,0.3055555555555556
temporal logic,OpenAIRE,linear temporal logic,OpenAlex,0.9475828338765128,55,32,22,0.3384615384615385
enhanced vegetation index,OpenAIRE,vegetation index,OpenAlex,0.9395845534972704,10,12,6,0.375
shape analysis (digital geometry),OpenAIRE,shape analysis (program analysis),OpenAlex,0.9616651720454492,114,85,47,0.3092105263157895
inclusion (education),OpenAIRE,inclusion (mineral),OpenAlex,0.965758455925718,94,163,66,0.3455497382198952
inattentional blindness,OpenAIRE,change blindness,OpenAlex,0.8199093217715806,15,21,13,0.5652173913043478
change blindness,OpenAIRE,inattentional blindness,OpenAlex,0.8199093217715806,30,17,12,0.3428571428571428
polarization (waves),OpenAIRE,polarization (electrochemistry),OpenAlex,0.9648347201690404,58,70,33,0.3473684210526316
dna transposable elements,OpenAIRE,transposable element,OpenAlex,0.7370450128305928,41,42,29,0.5370370370370371
akaike information criterion,OpenAIRE,information criteria,OpenAlex,0.999999928066722,78,50,31,0.3195876288659793
oscillation,OpenAIRE,oscillation (cell signaling),OpenAlex,0.4610397066752325,103,139,62,0.3444444444444444
polarity (physics),OpenAIRE,polarity (international relations),OpenAlex,0.931253235045731,28,44,19,0.3584905660377358
basal cell carcinoma,OpenAIRE,basal cell,OpenAlex,0.9594539887253892,9,11,7,0.5384615384615384
niche construction,OpenAIRE,niche segregation,OpenAlex,0.8572931644772728,17,10,7,0.35
pontryagin's minimum principle,OpenAIRE,pontryagin's minimum principle,OpenAlex,0.7744604085375605,9,19,7,0.3333333333333333
prostate,OpenAIRE,prostate cancer,OpenAlex,0.8492340427246575,29,26,13,0.3095238095238095
prostate cancer,OpenAIRE,prostate,OpenAlex,0.8492340427246575,25,19,12,0.375
smell,OpenAIRE,odor,OpenAlex,0.7405231218335929,46,45,23,0.3382352941176471
rectification,OpenAIRE,image rectification,OpenAlex,0.7746318201548517,11,5,4,0.3333333333333333
cohesion (linguistics),OpenAIRE,cohesion (chemistry),OpenAlex,0.98383142394248,32,62,27,0.4029850746268656
feminist philosophy,OpenAIRE,feminist theory,OpenAlex,0.8901778613789698,11,9,5,0.3333333333333333
kinetic resolution,OpenAIRE,enantioselective synthesis,OpenAlex,0.7528613680941887,22,42,21,0.4883720930232558
